ingredient,match_title,match_category,match_subcategory,match_id,score,reasons
Пастила,"Пастила яблочная, ленточки",Сладости и десерты,"Зефир, пастила, безе и мармелад",5971.0,3.63,"{'title_overlap': 0.3333, 'vec_sim': 0.9981, 'fuzzy': 1.0}"
Пастила,"Пастила фруктовая ""Фрутозаврики""",Сладости и десерты,"Зефир, пастила, безе и мармелад",5951.0,3.6098,"{'title_overlap': 0.3333, 'vec_sim': 0.9869, 'fuzzy': 1.0}"
Морошка,"Ряженка ""Морошка""","Молочные продукты, яйцо",Кефир и кисломолочные продукты,7174.0,2.8099,"{'title_overlap': 0.5, 'vec_sim': 0.7972, 'fuzzy': 0.5833}"
Морошка,"Морошка, быстрозамороженная",Замороженные продукты,"Замороженные овощи, грибы, ягоды и фрукты",4888.0,2.3447,"{'title_overlap': 0.5, 'vec_sim': 0.6817, 'fuzzy': 0.4118}"
Морошка,"аржа, быстрозамороженная",Замороженные продукты,"Замороженные овощи, грибы, ягоды и фрукты",8487.0,1.5525,"{'title_overlap': 0.0, 'vec_sim': 0.5937, 'fuzzy': 0.3226}"
Паста перечная,Паста томатная,Консервация,Томатная паста,5938.0,3.0834,"{'title_overlap': 0.3333, 'vec_sim': 0.9921, 'fuzzy': 0.6429}"
Паста перечная,Паста томатная,"Масла, соусы, специи, сахар и соль",Соусы и уксус,5937.0,3.0834,"{'title_overlap': 0.3333, 'vec_sim': 0.9921, 'fuzzy': 0.6429}"
Паста перечная,Арахисовая паста,Сладости и десерты без глютена,Сиропы и пасты,70.0,3.0156,"{'title_overlap': 0.3333, 'vec_sim': 0.9901, 'fuzzy': 0.6}"
Крем,Крем растительный веганский немасло,"Масла, соусы, специи, сахар и соль",Растительные масла,3690.0,3.3944,"{'title_overlap': 0.25, 'vec_sim': 0.9135, 'fuzzy': 1.0}"
Крем,"Крем творожный ""Десертный"" 15%","Молочные продукты, яйцо","Творожки, муссы и десерты",3708.0,2.905,"{'title_overlap': 0.25, 'vec_sim': 0.6416, 'fuzzy': 1.0}"
Крем,Конфеты шоколадные Трюфельный крем,Сладости и десерты,"Конфеты, карамель",3439.0,2.8235,"{'title_overlap': 0.25, 'vec_sim': 0.5964, 'fuzzy': 1.0}"
Легкое говяжье,Тесто слоеное Морозко Легкое бездрожжевое замороженное,"Тесто, выпечка, лапша","Тесто, выпечка, лапша",9158.0,2.7073,"{'title_overlap': 0.1429, 'vec_sim': 0.9247, 'fuzzy': 0.6}"
Легкое говяжье,Тесто Bontier Катаифи замороженное,"Тесто, выпечка, лапша","Тесто, выпечка, лапша",9139.0,2.0302,"{'title_overlap': 0.0, 'vec_sim': 0.9196, 'fuzzy': 0.25}"
Легкое говяжье,Тесто Фило охлажденное BulgarFood Bella,"Тесто, выпечка, лапша","Тесто, выпечка, лапша",9150.0,1.977,"{'title_overlap': 0.0, 'vec_sim': 0.9097, 'fuzzy': 0.2264}"
Шпроты,Шпроты в масле из балтийской кильки,"Рыба, икра и морепродукты",Рыбные консервы,7793.0,3.1684,"{'title_overlap': 0.1667, 'vec_sim': 0.8343, 'fuzzy': 1.0}"
Шпроты,Шпроты в масле из балтийской кильки,"Рыба, икра и морепродукты",Рыбные консервы,7792.0,3.1684,"{'title_overlap': 0.1667, 'vec_sim': 0.8343, 'fuzzy': 1.0}"
Шпроты,Шпроты в масле из балтийской кильки,"Рыба, икра и морепродукты",Рыбные консервы,7791.0,3.1684,"{'title_overlap': 0.1667, 'vec_sim': 0.8343, 'fuzzy': 1.0}"
Пшеница,Драже Воздушная пшеница в молочном шоколаде,Сладости и десерты,"Конфеты, карамель",1384.0,3.0877,"{'title_overlap': 0.1667, 'vec_sim': 0.7894, 'fuzzy': 1.0}"
Пшеница,Драже кукурузное в шоколаде,Сладости и десерты,"Конфеты, карамель",1362.0,1.4644,"{'title_overlap': 0.0, 'vec_sim': 0.6665, 'fuzzy': 0.1765}"
Пшеница,Драже жевательное Mentos фрукты,Сладости и десерты без глютена,Шоколад и конфеты,1385.0,1.4074,"{'title_overlap': 0.0, 'vec_sim': 0.6942, 'fuzzy': 0.1053}"
Паста арахисовая,Арахисовая паста,Сладости и десерты без глютена,Сиропы и пасты,70.0,4.3,"{'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
Паста арахисовая,Арахисовая паста классическая,Сладости и десерты без глютена,Сиропы и пасты,73.0,3.8601,"{'title_overlap': 0.6667, 'vec_sim': 0.9408, 'fuzzy': 1.0}"
Паста арахисовая,Арахисовая паста с финиками,"Сладости, десерты",Ореховые пасты и урбечи,75.0,3.7172,"{'title_overlap': 0.5, 'vec_sim': 0.954, 'fuzzy': 1.0}"
Булгур,Булгур,"Крупы, макароны, мука",Крупы,748.0,4.3,"{'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
Булгур,Булгур,"Крупы, макароны, мука",Крупы,746.0,4.3,"{'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
Булгур,Булгур цельнозерновой,Можно при диабете,"Мука, крупы, макароны",750.0,3.5791,"{'title_overlap': 0.5, 'vec_sim': 0.8773, 'fuzzy': 1.0}"
Печень гусиная,Печень минтая натуральная,"Рыба, икра и морепродукты",Рыбные консервы,5997.0,2.6692,"{'title_overlap': 0.25, 'vec_sim': 0.844, 'fuzzy': 0.6}"
Печень гусиная,Печень минтая натуральная,"Рыба, икра и морепродукты",Рыбные консервы,5996.0,2.6692,"{'title_overlap': 0.25, 'vec_sim': 0.844, 'fuzzy': 0.6}"
Печень гусиная,Печень трески натуральная,"Рыба, икра и морепродукты",Рыбные консервы,6007.0,2.6651,"{'title_overlap': 0.25, 'vec_sim': 0.8417, 'fuzzy': 0.6}"
Лангуст,Баклажаны Граффити,Овощи,"Перец, баклажаны",243.0,0.12,"{'fallback': True, 'mode': 'forced', 'sc_allowed': None, 'sc_any': 0.12}"
Улитки,"Колбаски улитки ""Вкусвилл""","Мясо, птица",Для шашлыка и гриля,3286.0,3.3992,"{'title_overlap': 0.3333, 'vec_sim': 0.8699, 'fuzzy': 1.0}"
Улитки,"Колбаски улитки ""Вкусвилл""","Мясо, птица",Для шашлыка и гриля,3285.0,3.3992,"{'title_overlap': 0.3333, 'vec_sim': 0.8699, 'fuzzy': 1.0}"
Улитки,"Улитки ""Пикантные"" в горчичном соусе зам","Рыба, икра и морепродукты",Морепродукты замороженные,9640.0,2.3837,"{'title_overlap': 0.1667, 'vec_sim': 0.3983, 'fuzzy': 1.0}"
Рис воздушный,Рис воздушный в сахарном сиропе,Сладости и десерты,Шоколад и батончики,7072.0,3.2276,"{'title_overlap': 0.4, 'vec_sim': 0.7376, 'fuzzy': 1.0}"
Рис воздушный,Рис воздушный в сахарном сиропе с арахисом в вафельном стаканчике,"Орехи, чипсы и снеки",Сладости из орехов и сухофруктов,7073.0,2.6205,"{'title_overlap': 0.2222, 'vec_sim': 0.499, 'fuzzy': 1.0}"
Рис воздушный,Рис бурый нешлифованный,Бакалея без глютена,Крупы,7031.0,2.565,"{'title_overlap': 0.25, 'vec_sim': 0.8694, 'fuzzy': 0.5}"
Рис дикий,"Рис ""Басмати""","Крупы, макароны, мука",Крупы,7028.0,2.8768,"{'title_overlap': 0.3333, 'vec_sim': 0.9964, 'fuzzy': 0.5}"
Рис дикий,"Рис ""Жасмин""",Бакалея без глютена,Крупы,7074.0,2.8729,"{'title_overlap': 0.3333, 'vec_sim': 0.9942, 'fuzzy': 0.5}"
Рис дикий,"Рис длиннозерный ""Басмати""","Крупы, макароны, мука",Крупы,7032.0,2.7966,"{'title_overlap': 0.25, 'vec_sim': 0.9981, 'fuzzy': 0.5}"
Перец пепперони,Перец Палермо,Овощи,"Перец, баклажаны",6341.0,3.1752,"{'title_overlap': 0.3333, 'vec_sim': 0.9836, 'fuzzy': 0.7143}"
Перец пепперони,Перец Рамиро,Овощи,"Перец, баклажаны",6344.0,2.9915,"{'title_overlap': 0.3333, 'vec_sim': 0.9829, 'fuzzy': 0.5926}"
Перец пепперони,Перец Рамиро,Овощи,"Перец, баклажаны",6343.0,2.9915,"{'title_overlap': 0.3333, 'vec_sim': 0.9829, 'fuzzy': 0.5926}"
Малина,Малина,"Овощи, фрукты, ягоды, зелень",Ягоды,4376.0,4.3,"{'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
Малина,Малина,"Овощи, фрукты, ягоды, зелень",Ягоды,4366.0,4.3,"{'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
Малина,Малина фермерская,"Овощи, фрукты, ягоды, зелень",Ягоды,4367.0,3.7977,"{'title_overlap': 0.5, 'vec_sim': 0.9987, 'fuzzy': 1.0}"
вода,Вода родниковая,Напитки,Вода,10036.0,3.7697,"{'title_overlap': 0.5, 'vec_sim': 0.9832, 'fuzzy': 1.0}"
вода,Вода природная,Напитки,Вода,10035.0,3.6805,"{'title_overlap': 0.5, 'vec_sim': 0.9336, 'fuzzy': 1.0}"
вода,Вода природная,Напитки,Вода,10034.0,3.6805,"{'title_overlap': 0.5, 'vec_sim': 0.9336, 'fuzzy': 1.0}"
Ликер,Апельсины крупные,Фрукты,Цитрусовые,51.0,0.1091,"{'fallback': True, 'mode': 'forced', 'sc_allowed': None, 'sc_any': 0.1091}"
Раковые шейки,Шашлык из свиной шейки,"Мясо, птица",Свинина,7558.0,2.6362,"{'title_overlap': 0.2, 'vec_sim': 0.8905, 'fuzzy': 0.5556}"
Раковые шейки,Шашлык из свиной шеиовой,"Мясо, птица",Для шашлыка и гриля,7557.0,2.0797,"{'title_overlap': 0.0, 'vec_sim': 0.8851, 'fuzzy': 0.3243}"
Раковые шейки,Окорок свиной бескостный охл,"Мясо, птица",Мясо и полуфабрикаты на развес,5607.0,2.0615,"{'title_overlap': 0.0, 'vec_sim': 0.9014, 'fuzzy': 0.2927}"
Нога баранья,Бананы мини,Фрукты,Бананы,261.0,0.1565,"{'fallback': True, 'mode': 'forced', 'sc_allowed': None, 'sc_any': 0.1565}"
Тесто пельменное,Тесто Bontier Катаифи замороженное,"Тесто, выпечка, лапша","Тесто, выпечка, лапша",9139.0,1.5099,"{'title_overlap': 0.2, 'vec_sim': 0.9944, 'fuzzy': 0.48}"
Тесто пельменное,Тесто Фило охлажденное BulgarFood Фамилия,"Тесто, выпечка, лапша","Тесто, выпечка, лапша",9151.0,1.4706,"{'title_overlap': 0.1667, 'vec_sim': 0.9943, 'fuzzy': 0.4762}"
Тесто пельменное,Тесто Фило охлажденное BulgarFood Bella,"Тесто, выпечка, лапша","Тесто, выпечка, лапша",9150.0,1.4692,"{'title_overlap': 0.1667, 'vec_sim': 0.9935, 'fuzzy': 0.4762}"
Вода газированная,Вода родниковая газированная,Напитки,Вода,10038.0,3.9483,"{'title_overlap': 0.6667, 'vec_sim': 0.9898, 'fuzzy': 1.0}"
Вода газированная,Вода родниковая газированная,Напитки,Вода,10037.0,3.9483,"{'title_overlap': 0.6667, 'vec_sim': 0.9898, 'fuzzy': 1.0}"
Вода газированная,Вода минеральная Эдельвейс газированная,Газированная вода,Газированная вода,9946.0,3.7183,"{'title_overlap': 0.5, 'vec_sim': 0.9546, 'fuzzy': 1.0}"
Печенье,"Печенье ""Бархатное""",Сладости и десерты,Печенье,6016.0,3.7998,"{'title_overlap': 0.5, 'vec_sim': 0.9999, 'fuzzy': 1.0}"
Печенье,"Печенье творожное ""Уголки""",Сладости и десерты,Печенье,6199.0,3.6292,"{'title_overlap': 0.3333, 'vec_sim': 0.9977, 'fuzzy': 1.0}"
Печенье,"Печенье ""Трещинки апельсиновые""",Сладости и десерты,Печенье,6195.0,3.6272,"{'title_overlap': 0.3333, 'vec_sim': 0.9966, 'fuzzy': 1.0}"
Молоко топленое,Молоко топленое 4%,"Молочные продукты, яйцо","Молоко, сливки, сгущёнка",4861.0,3.5285,"{'title_overlap': 0.6667, 'vec_sim': 0.7566, 'fuzzy': 1.0}"
Молоко топленое,Вафли Коровка Топленое молоко,"Вафли, пряники","Вафли, пряники",9693.0,3.1972,"{'title_overlap': 0.5, 'vec_sim': 0.6651, 'fuzzy': 1.0}"
Молоко топленое,Печенье Коровка сахарное Топленое молоко,"Печенье, крекеры","Печенье, крекеры",6042.0,3.1528,"{'title_overlap': 0.4, 'vec_sim': 0.696, 'fuzzy': 1.0}"
Ямс,Артишоки в масле,Консервация,"Хумус, закуски и соленья",90.0,0.0632,"{'fallback': True, 'mode': 'forced', 'sc_allowed': None, 'sc_any': 0.0632}"
Масло пальмовое,Масло топленое,"Молочные продукты, яйцо",Масло сливочное,4589.0,1.9213,"{'title_overlap': 0.3333, 'vec_sim': 0.9741, 'fuzzy': 0.6897}"
Масло пальмовое,Масло кунжутное,"Масла, соусы, специи, сахар и соль",Растительные масла,4521.0,1.7322,"{'title_overlap': 0.3333, 'vec_sim': 0.9994, 'fuzzy': 0.5333}"
Масло пальмовое,"Масло топленое ""Гхи""","Молочные продукты, яйцо",Масло сливочное,4591.0,1.6483,"{'title_overlap': 0.25, 'vec_sim': 0.9673, 'fuzzy': 0.5714}"
