ingredient,match_title,match_category,match_subcategory,match_id,score,reasons
Форель,Форель малосоленая ломтики,"Растительное и с содержанием рыбы, яиц и молока",Рыба соленая и деликатесы,1683.0,3.3458,"{'title_overlap': 0.3333, 'vec_sim': 0.8403, 'fuzzy': 1.0}"
Минтай,Минтай филе без кожи вяленое,"Рыба, икра и морепродукты","Рыба вяленая, снеки",4763.0,2.949,"{'title_overlap': 0.2, 'vec_sim': 0.6939, 'fuzzy': 1.0}"
Минтай,Минтай филе без кожи порционный мороженый,"Рыба, икра и морепродукты",Рыба замороженная,4762.0,2.9223,"{'title_overlap': 0.1667, 'vec_sim': 0.6975, 'fuzzy': 1.0}"
Минтай,"Минтай филе без кожи, зам","Рыба, икра и морепродукты",Рыба замороженная,4766.0,2.9138,"{'title_overlap': 0.2, 'vec_sim': 0.6743, 'fuzzy': 1.0}"
Лист капустный,Лавровый лист,"Масла, соусы, специи, сахар и соль",Специи,4029.0,3.0222,"{'title_overlap': 0.3333, 'vec_sim': 1.0, 'fuzzy': 0.5926}"
Лист капустный,Лавровый лист свежий,Зелень и салаты,Зелень,4032.0,2.6511,"{'title_overlap': 0.25, 'vec_sim': 0.9418, 'fuzzy': 0.4706}"
Лист капустный,Лавровый лист Kotanyi целый сушеный,Специи,Специи,4031.0,2.5419,"{'title_overlap': 0.1667, 'vec_sim': 0.9492, 'fuzzy': 0.4444}"
Профитроли,Профитроли манго-персик с заварным кремом,Сладости и десерты,Пирожные и десерты,6858.0,3.1032,"{'title_overlap': 0.1667, 'vec_sim': 0.7981, 'fuzzy': 1.0}"
Профитроли,Профитроли с ванильным кремом в шоколаде,Сладости и десерты,Пирожные и десерты,6863.0,2.8958,"{'title_overlap': 0.1667, 'vec_sim': 0.6828, 'fuzzy': 1.0}"
Профитроли,Профитроли с сыром рикотта,Сладости и десерты,Пирожные и десерты,6862.0,2.3397,"{'title_overlap': 0.25, 'vec_sim': 0.3276, 'fuzzy': 1.0}"
Капуста белокочанная,Капуста белокочанная,Овощи,Капуста,2331.0,4.3,"{'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
Капуста белокочанная,Капуста белокочанная крупная,Овощи,Капуста,2332.0,3.9373,"{'title_overlap': 0.6667, 'vec_sim': 0.9837, 'fuzzy': 1.0}"
Капуста белокочанная,"Капуста белокочанная резаная ""Свежая капуста""",Овощи,Капуста,2333.0,3.7842,"{'title_overlap': 0.5, 'vec_sim': 0.9912, 'fuzzy': 1.0}"
Ставрида,Айва,Фрукты,Прочие фрукты,223.0,0.15,"{'fallback': True, 'mode': 'forced', 'sc_allowed': None, 'sc_any': 0.15}"
Пиво темное,"Пиво безалкогольное ""IPA""",Напитки,Безалкогольное пиво и вино,6638.0,2.8295,"{'title_overlap': 0.25, 'vec_sim': 0.9886, 'fuzzy': 0.5333}"
Пиво темное,"Пиво ""Бельгийское"" безалкогольное светлое нефильтр",Напитки,Безалкогольное пиво и вино,6637.0,2.7479,"{'title_overlap': 0.1667, 'vec_sim': 0.9896, 'fuzzy': 0.5333}"
Пиво темное,"Пиво ""Лось, просто лось"" безалкогольное светлое нефильтр",Напитки,Безалкогольное пиво и вино,6642.0,2.7244,"{'title_overlap': 0.1429, 'vec_sim': 0.9898, 'fuzzy': 0.5333}"
Фенхель,Фенхель молотый Золото Индии,"Масла, соусы, специи, сахар и соль",Специи,1552.0,3.448,"{'title_overlap': 0.25, 'vec_sim': 0.9433, 'fuzzy': 1.0}"
Фенхель,Кориандр целый Золото Индии,Индилавка: вкусы мира,Пряности и специи,3498.0,1.8752,"{'title_overlap': 0.0, 'vec_sim': 0.8947, 'fuzzy': 0.1765}"
Фенхель,Карри листья Золото Индии,Индилавка: вкусы мира,Пряности и специи,2413.0,1.8701,"{'title_overlap': 0.0, 'vec_sim': 0.8827, 'fuzzy': 0.1875}"
Водоросли,Водоросли морские Чим-Чим Суши Нори сушеные,Азиатская кухня,Азиатская кухня,10042.0,3.3744,"{'title_overlap': 0.1667, 'vec_sim': 0.9488, 'fuzzy': 1.0}"
Водоросли,Морские водоросли Sen Soy Суши Нори,Азиатская кухня,Азиатская кухня,5064.0,3.2705,"{'title_overlap': 0.1667, 'vec_sim': 0.891, 'fuzzy': 1.0}"
Водоросли,Водоросли вакаме сушеные,"Рыба, икра и морепродукты","Морская капуста, водоросли",10044.0,3.1165,"{'title_overlap': 0.3333, 'vec_sim': 0.7129, 'fuzzy': 1.0}"
Картофель,Картофель,Овощи,"Картофель, батат",2414.0,4.3,"{'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
Картофель,Картофель Астрахань,Овощи,"Картофель, батат",2415.0,3.7999,"{'title_overlap': 0.5, 'vec_sim': 0.9999, 'fuzzy': 1.0}"
Картофель,Картофель бэби,Овощи,"Картофель, батат",2417.0,3.7995,"{'title_overlap': 0.5, 'vec_sim': 0.9997, 'fuzzy': 1.0}"
Рыба,Масляная рыба холодного копчения,"Рыба, икра и морепродукты",Рыба и икра на развес,4596.0,3.0947,"{'title_overlap': 0.25, 'vec_sim': 0.7471, 'fuzzy': 1.0}"
Рыба,Масляная рыба холодного копчения ломтики,"Рыба, икра и морепродукты",Рыба солёная и копчёная,4595.0,3.0492,"{'title_overlap': 0.2, 'vec_sim': 0.7495, 'fuzzy': 1.0}"
Рыба,Масляная рыба ломтики Premium Fish холодного копчения,Рыбная гастрономия,Рыбная гастрономия,4597.0,2.9951,"{'title_overlap': 0.1429, 'vec_sim': 0.7513, 'fuzzy': 1.0}"
Напиток овсяный,Напиток овсяный,"Молочные продукты, яйцо","Растительное молоко, напитки и десерты",5413.0,4.3,"{'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
Напиток овсяный,Напиток овсяный шоколадный,"Молочные продукты, яйцо","Растительное молоко, напитки и десерты",5419.0,3.4597,"{'title_overlap': 0.6667, 'vec_sim': 0.7184, 'fuzzy': 1.0}"
Напиток овсяный,Напиток овсяный классический,"Молочные продукты, яйцо","Растительное молоко, напитки и десерты",5414.0,3.4289,"{'title_overlap': 0.6667, 'vec_sim': 0.7012, 'fuzzy': 1.0}"
Осьминог,"Осьминог ""По-галисийски"" зам","Рыба, икра и морепродукты",Морепродукты замороженные,5741.0,3.3642,"{'title_overlap': 0.25, 'vec_sim': 0.8968, 'fuzzy': 1.0}"
Осьминог,аржа ФЭГ по-корейски,Соленья,Соленья,8488.0,2.0139,"{'title_overlap': 0.0, 'vec_sim': 0.8807, 'fuzzy': 0.2857}"
Осьминог,Лечо по-домашнему,Консервация,Икра овощная и лечо,4046.0,1.9603,"{'title_overlap': 0.0, 'vec_sim': 0.8891, 'fuzzy': 0.24}"
Барабулька,Арбуз,Фрукты,Арбузы и дыни,77.0,0.16,"{'fallback': True, 'mode': 'forced', 'sc_allowed': None, 'sc_any': 0.16}"
Соевые проростки,Проростки Фасоли,Зелень и салаты,"Микрозелень, проростки",6864.0,3.2099,"{'title_overlap': 0.3333, 'vec_sim': 0.9731, 'fuzzy': 0.75}"
Соевые проростки,Тортилья с грибами,Хлеб и выпечка,"Лаваши, питы и хлеб для сэндвичей",9362.0,1.9016,"{'title_overlap': 0.0, 'vec_sim': 0.8114, 'fuzzy': 0.2941}"
Соевые проростки,Хумус с грибами,Консервация,"Хумус, закуски и соленья",2859.0,1.8428,"{'title_overlap': 0.0, 'vec_sim': 0.8087, 'fuzzy': 0.2581}"
Горошек зеленый,Горошек зеленый консервированный,Консервация,"Горошек, кукуруза, фасоль",1912.0,3.9645,"{'title_overlap': 0.6667, 'vec_sim': 0.9988, 'fuzzy': 1.0}"
Горошек зеленый,Зеленый горошек Green Ray Молодой,Овощные консервы,Овощные консервы,10388.0,3.6218,"{'title_overlap': 0.4, 'vec_sim': 0.9566, 'fuzzy': 1.0}"
Горошек зеленый,Зеленый горошек Бондюэль Нежный,Консервация,"Горошек, кукуруза, фасоль",10385.0,3.5697,"{'title_overlap': 0.5, 'vec_sim': 0.8721, 'fuzzy': 1.0}"
Кофе натуральный,Кофе натуральный растворимый декофеинизированный,Кофе,Кофе растворимый,3029.0,3.707,"{'title_overlap': 0.5, 'vec_sim': 0.9483, 'fuzzy': 1.0}"
Кофе натуральный,Кофе натуральный растворимый сублимированный,Кофе,Кофе растворимый,3030.0,3.6866,"{'title_overlap': 0.5, 'vec_sim': 0.937, 'fuzzy': 1.0}"
Кофе натуральный,Кофе молотый Mola Fonce Натуральный,Молотый,Молотый,3017.0,3.4252,"{'title_overlap': 0.4, 'vec_sim': 0.8473, 'fuzzy': 1.0}"
Катык,Катык 4%,"Молочные продукты, яйцо",Кефир и кисломолочные продукты,2521.0,3.703,"{'title_overlap': 0.5, 'vec_sim': 0.9461, 'fuzzy': 1.0}"
Катык,Простокваша 4%,"Молочные продукты, яйцо",Кефир и кисломолочные продукты,6865.0,2.0158,"{'title_overlap': 0.0, 'vec_sim': 0.9444, 'fuzzy': 0.2105}"
Катык,Ряженка ЭкоНива 4%,Кисломолочные продукты,Кисломолочные продукты,7169.0,1.9978,"{'title_overlap': 0.0, 'vec_sim': 0.8925, 'fuzzy': 0.2609}"
Сахар-рафинад,Сахар-рафинад Русский сахар,Сахар и сахарозаменители,Сахар и сахарозаменители,7204.0,3.4346,"{'title_overlap': 0.6667, 'vec_sim': 0.9961, 'fuzzy': 0.65}"
Сахар-рафинад,Сахар-рафинад Чайкофский,Сахар и сахарозаменители,Сахар и сахарозаменители,7203.0,3.1958,"{'title_overlap': 0.6667, 'vec_sim': 0.9996, 'fuzzy': 0.4865}"
Сахар-рафинад,Сахар-рафинад Чайкофский,"Масла, соусы, специи, сахар и соль","Сахар, заменители и сиропы",7202.0,3.1958,"{'title_overlap': 0.6667, 'vec_sim': 0.9996, 'fuzzy': 0.4865}"
Мука специальная,Мука миндальная,"Крупы, макароны, мука",Мука и ингредиенты для выпечки,5083.0,3.2816,"{'title_overlap': 0.3333, 'vec_sim': 0.9928, 'fuzzy': 0.7742}"
Мука специальная,Мука рисовая,"Крупы, макароны, мука",Мука и ингредиенты для выпечки,5094.0,2.9758,"{'title_overlap': 0.3333, 'vec_sim': 0.9919, 'fuzzy': 0.5714}"
Мука специальная,Мука овсяная,"Крупы, макароны, мука",Мука и ингредиенты для выпечки,5085.0,2.9656,"{'title_overlap': 0.3333, 'vec_sim': 0.9267, 'fuzzy': 0.6429}"
Хмели-сунели,Приправа Хмели-Сунели,"Масла, соусы, специи, сахар и соль",Специи,6817.0,3.0515,"{'title_overlap': 0.6667, 'vec_sim': 0.9714, 'fuzzy': 0.4242}"
Хмели-сунели,Пряность Волшебное Дерево Уцхо- Сунели,Специи,Специи,6908.0,2.6127,"{'title_overlap': 0.1667, 'vec_sim': 0.8033, 'fuzzy': 0.6667}"
Хмели-сунели,Приправа уцхо-сунели,Индилавка: вкусы мира,Пряности и специи,6833.0,2.5648,"{'title_overlap': 0.25, 'vec_sim': 0.9735, 'fuzzy': 0.375}"
Гранат,Гранат,Фрукты,Прочие фрукты,1965.0,4.3,"{'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
Гранат,Гранат зёрна,"Овощи, фрукты, ягоды, зелень",Фруктовые нарезки и десерты,1973.0,3.7999,"{'title_overlap': 0.5, 'vec_sim': 0.9999, 'fuzzy': 1.0}"
Гранат,Гранат Рубиновый,Фрукты,Прочие фрукты,1971.0,3.7994,"{'title_overlap': 0.5, 'vec_sim': 0.9997, 'fuzzy': 1.0}"
Перец ямайский,Перец сычуанский,"Масла, соусы, специи, сахар и соль",Специи,6350.0,3.2331,"{'title_overlap': 0.3333, 'vec_sim': 0.9999, 'fuzzy': 0.7333}"
Перец ямайский,Перец Тайский острый,Овощи,"Перец, баклажаны",6351.0,3.0706,"{'title_overlap': 0.25, 'vec_sim': 0.9788, 'fuzzy': 0.7059}"
Перец ямайский,Перец Рамиро,Овощи,"Перец, баклажаны",6344.0,3.0554,"{'title_overlap': 0.3333, 'vec_sim': 0.9994, 'fuzzy': 0.6154}"
Лягушачьи лапки,Апельсин дольки,"Овощи, фрукты, ягоды, зелень",Фруктовые нарезки и десерты,43.0,0.14,"{'fallback': True, 'mode': 'forced', 'sc_allowed': None, 'sc_any': 0.14}"
Колбаса вареная,Колбаса вареная Языковая,"Колбаса, сосиски, деликатесы",Колбаса варёная и ветчина,3250.0,3.9665,"{'title_overlap': 0.6667, 'vec_sim': 0.9999, 'fuzzy': 1.0}"
Колбаса вареная,"Колбаса вареная ""Классическая""","Колбаса, сосиски, деликатесы",Колбаса варёная и ветчина,3220.0,3.8881,"{'title_overlap': 0.6667, 'vec_sim': 0.9563, 'fuzzy': 1.0}"
Колбаса вареная,"Колбаса вареная ""Классическая""","Колбаса, сосиски, деликатесы",Колбаса варёная и ветчина,3219.0,3.8881,"{'title_overlap': 0.6667, 'vec_sim': 0.9563, 'fuzzy': 1.0}"
Фетаки,Арбуз кубики,"Овощи, фрукты, ягоды, зелень",Фруктовые нарезки и десерты,82.0,0.1,"{'fallback': True, 'mode': 'forced', 'sc_allowed': None, 'sc_any': 0.1}"
Фарш индюшачий,Фарш Домашнийб,"Мясо, птица",Фарш,1494.0,3.0975,"{'title_overlap': 0.3333, 'vec_sim': 0.9999, 'fuzzy': 0.6429}"
Фарш индюшачий,Фарш свинойб,"Мясо, птица",Фарш,1528.0,3.0562,"{'title_overlap': 0.3333, 'vec_sim': 0.9999, 'fuzzy': 0.6154}"
Фарш индюшачий,"Фарш ""Домашний""","Мясо, птица",Фарш,1495.0,3.0145,"{'title_overlap': 0.3333, 'vec_sim': 0.9723, 'fuzzy': 0.6207}"
Мука конопляная,Мука миндальная,"Крупы, макароны, мука",Мука и ингредиенты для выпечки,5083.0,3.1203,"{'title_overlap': 0.3333, 'vec_sim': 0.9928, 'fuzzy': 0.6667}"
Мука конопляная,Мука овсяная,"Крупы, макароны, мука",Мука и ингредиенты для выпечки,5085.0,3.1125,"{'title_overlap': 0.3333, 'vec_sim': 0.9267, 'fuzzy': 0.7407}"
Мука конопляная,Мука рисовая,"Крупы, макароны, мука",Мука и ингредиенты для выпечки,5094.0,3.0076,"{'title_overlap': 0.3333, 'vec_sim': 0.9919, 'fuzzy': 0.5926}"
Суповой набор,"Суповой набор говяжий, охлажденный","Мясо, птица",Говядина и телятина,8652.0,3.6426,"{'title_overlap': 0.5, 'vec_sim': 0.9126, 'fuzzy': 1.0}"
Суповой набор,"Суповой набор цыпленка-бройлера, зам","Мясо, птица",Замороженное мясо,8655.0,3.0151,"{'title_overlap': 0.4, 'vec_sim': 0.6195, 'fuzzy': 1.0}"
Суповой набор,Набор листового чая,Чай,Черный чай,5180.0,2.9759,"{'title_overlap': 0.25, 'vec_sim': 0.9936, 'fuzzy': 0.625}"
Смородина красная,Смородина красная,"Овощи, фрукты, ягоды, зелень",Ягоды,8053.0,4.3,"{'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
Смородина красная,"Смородина красная, зам",Замороженные продукты,"Замороженные овощи, грибы, ягоды и фрукты",8054.0,3.5655,"{'title_overlap': 0.6667, 'vec_sim': 0.884, 'fuzzy': 0.8718}"
Смородина красная,"Сорбет ""Черная и красная смородина""",Замороженные продукты,Мороженое,8263.0,2.9186,"{'title_overlap': 0.4, 'vec_sim': 0.8543, 'fuzzy': 0.6538}"
Сироп смородиновый,Кленовый сироп,Консервация,"Сиропы, пасты и сгущёнка",2954.0,1.8925,"{'title_overlap': 0.3333, 'vec_sim': 0.9599, 'fuzzy': 0.6875}"
Сироп смородиновый,Светлый сироп агавы,Индилавка: вкусы мира,"Крупы, мука, соусы, масла",8684.0,1.5481,"{'title_overlap': 0.25, 'vec_sim': 0.9374, 'fuzzy': 0.5405}"
Сироп смородиновый,Темный сироп агавы,Индилавка: вкусы мира,"Крупы, мука, соусы, масла",9138.0,1.0815,"{'title_overlap': 0.25, 'vec_sim': 0.6656, 'fuzzy': 0.5556}"
Сок лимона,"Сок лимона прямого отжима, зам",Замороженные продукты,"Лёд, замороженный чай и лимонад",8168.0,3.0885,"{'title_overlap': 0.4, 'vec_sim': 0.6603, 'fuzzy': 1.0}"
Сок лимона,Сок лимона Азбука Продуктов 100% натуральный Италия,Другие масла,Другие масла,8167.0,2.8351,"{'title_overlap': 0.2857, 'vec_sim': 0.583, 'fuzzy': 1.0}"
Сок лимона,Сок Santal Ананасовый,Напитки,Соки,8199.0,2.6833,"{'title_overlap': 0.25, 'vec_sim': 0.9672, 'fuzzy': 0.4615}"
Херес,Арахис жареный соленый,"Орехи, чипсы и снеки",Орехи,67.0,0.0889,"{'fallback': True, 'mode': 'forced', 'sc_allowed': None, 'sc_any': 0.0889}"
Творожная масса,"Масса творожная ""Ванильная"" 13%","Молочные продукты, яйцо",Творожная масса,4610.0,3.797,"{'title_overlap': 0.5, 'vec_sim': 0.9983, 'fuzzy': 1.0}"
Творожная масса,Масса творожная с ванилью обезжиренная,"Молочные продукты, яйцо",Творожная масса,4609.0,3.5894,"{'title_overlap': 0.4, 'vec_sim': 0.9386, 'fuzzy': 1.0}"
Творожная масса,Творожная масса с ванилью мдж 7%,"Молочные продукты, яйцо",Творожная масса,9570.0,3.5161,"{'title_overlap': 0.3333, 'vec_sim': 0.9348, 'fuzzy': 1.0}"
Шнитт-лук,Лук шалот,Овощи,"Лук, чеснок, имбирь",4190.0,3.133,"{'title_overlap': 0.3333, 'vec_sim': 0.9998, 'fuzzy': 0.6667}"
Шнитт-лук,Лук Ялтинский,Овощи,"Лук, чеснок, имбирь",4191.0,2.9512,"{'title_overlap': 0.3333, 'vec_sim': 0.9998, 'fuzzy': 0.5455}"
Шнитт-лук,Лук крымский,Овощи,"Лук, чеснок, имбирь",4186.0,2.8827,"{'title_overlap': 0.3333, 'vec_sim': 0.9997, 'fuzzy': 0.5}"
Сгущенка,Сгущенка кокосовая,Консервация,"Сиропы, пасты и сгущёнка",7522.0,3.3634,"{'title_overlap': 0.5, 'vec_sim': 0.7575, 'fuzzy': 1.0}"
Сгущенка,Сгущенка кокосовая Samui,Вместо молока,Вместо молока,7523.0,3.1964,"{'title_overlap': 0.3333, 'vec_sim': 0.7573, 'fuzzy': 1.0}"
Сгущенка,Пряник Ясная Поляна Тульский вареная сгущенка,"Вафли, пряники","Вафли, пряники",6890.0,2.7809,"{'title_overlap': 0.1667, 'vec_sim': 0.619, 'fuzzy': 1.0}"
Сироп кокосовый,Сахар кокосовый,"Масла, соусы, специи, сахар и соль","Сахар, заменители и сиропы",7189.0,2.5706,"{'title_overlap': 0.3333, 'vec_sim': 0.5763, 'fuzzy': 0.8}"
Сироп кокосовый,"Десерт ""Бала баяна"" кокосовый",Сладости и десерты,Халва и восточные сладости,1239.0,2.5231,"{'title_overlap': 0.2, 'vec_sim': 0.6656, 'fuzzy': 0.75}"
Сироп кокосовый,Напиток кокосовый Zinus Barista ультрапастеризованный,Вместо молока,Вместо молока,5354.0,2.5165,"{'title_overlap': 0.1667, 'vec_sim': 0.6805, 'fuzzy': 0.75}"
Мацони,"Мацони Ростагроэкорт 3,2%",Кисломолочные продукты,Кисломолочные продукты,4616.0,3.1453,"{'title_overlap': 0.25, 'vec_sim': 0.7752, 'fuzzy': 1.0}"
Мацони,"Мацони 3,2%","Молочные продукты, яйцо",Кефир и кисломолочные продукты,4614.0,3.0325,"{'title_overlap': 0.3333, 'vec_sim': 0.6662, 'fuzzy': 1.0}"
Мацони,"Мацони Долголетие 3,6-4,2%",Кисломолочные продукты,Кисломолочные продукты,4615.0,2.6641,"{'title_overlap': 0.1667, 'vec_sim': 0.5541, 'fuzzy': 1.0}"
Ириски,Арбуз кубики,"Овощи, фрукты, ягоды, зелень",Фруктовые нарезки и десерты,82.0,0.1333,"{'fallback': True, 'mode': 'forced', 'sc_allowed': None, 'sc_any': 0.1333}"
Хлопья пшенные,Хлопья Nordic пшенные,"Крупы, макароны, мука",Каши,2820.0,3.9644,"{'title_overlap': 0.6667, 'vec_sim': 0.9987, 'fuzzy': 1.0}"
Хлопья пшенные,Хлопья овсяные,"Крупы, макароны, мука","Сухие завтраки, хлопья и мюсли",2821.0,3.1918,"{'title_overlap': 0.3333, 'vec_sim': 0.9928, 'fuzzy': 0.7143}"
Хлопья пшенные,Хлопья гречневые,"Крупы, макароны, мука","Сухие завтраки, хлопья и мюсли",2802.0,3.1657,"{'title_overlap': 0.3333, 'vec_sim': 0.9624, 'fuzzy': 0.7333}"
Крапива,Айва,Фрукты,Прочие фрукты,223.0,0.1636,"{'fallback': True, 'mode': 'forced', 'sc_allowed': None, 'sc_any': 0.1636}"
Рожки,Макаронные изделия Макфа Рожки,"Макароны, паста","Макароны, паста",4323.0,3.4486,"{'title_overlap': 0.25, 'vec_sim': 0.9436, 'fuzzy': 1.0}"
Рожки,"Макаронные изделия ""Рожки с гребешком"", Гальяни","Крупы, макароны, мука",Макароны,4337.0,2.0446,"{'title_overlap': 0.1667, 'vec_sim': 0.8831, 'fuzzy': 0.1923}"
Рожки,Макаронные изделия Макфа Ракушки,"Макароны, паста","Макароны, паста",4322.0,2.0159,"{'title_overlap': 0.0, 'vec_sim': 0.9398, 'fuzzy': 0.2162}"
Чеснок,Чеснок,Овощи,"Лук, чеснок, имбирь",1040.0,4.3,"{'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
Чеснок,Чеснок соло,Овощи,"Лук, чеснок, имбирь",1046.0,3.7997,"{'title_overlap': 0.5, 'vec_sim': 0.9998, 'fuzzy': 1.0}"
Чеснок,Чеснок Фермерский,Овощи,"Лук, чеснок, имбирь",1043.0,3.7971,"{'title_overlap': 0.5, 'vec_sim': 0.9984, 'fuzzy': 1.0}"
Порошок пекарский,Какао-порошок,Чай и кофе,"Цикорий, матча и какао",2279.0,3.0856,"{'title_overlap': 0.3333, 'vec_sim': 0.9735, 'fuzzy': 0.6667}"
Порошок пекарский,Какао-порошок Золотой ярлык,Какао,Какао,2280.0,2.6399,"{'title_overlap': 0.2, 'vec_sim': 0.9767, 'fuzzy': 0.4545}"
Порошок пекарский,"Колечки амарантовые ""Какао""","Крупы, макароны, мука","Сухие завтраки, хлопья и мюсли",3287.0,2.2918,"{'title_overlap': 0.0, 'vec_sim': 0.9702, 'fuzzy': 0.3636}"
Бублик,Арбуз кубики,"Овощи, фрукты, ягоды, зелень",Фруктовые нарезки и десерты,82.0,0.1667,"{'fallback': True, 'mode': 'forced', 'sc_allowed': None, 'sc_any': 0.1667}"
Заварной крем,Крем растительный веганский немасло,"Масла, соусы, специи, сахар и соль",Растительные масла,3690.0,2.5127,"{'title_overlap': 0.2, 'vec_sim': 0.8927, 'fuzzy': 0.4706}"
Заварной крем,Брауни с крем-чиз,Сладости и десерты,Пирожные и десерты,725.0,2.3961,"{'title_overlap': 0.2, 'vec_sim': 0.8312, 'fuzzy': 0.4667}"
Заварной крем,"Крем-суп гороховый ""Барбекю""","Крупы, макароны, мука",Смеси для супов,3691.0,2.2403,"{'title_overlap': 0.2, 'vec_sim': 0.7677, 'fuzzy': 0.439}"
Персиковый йогурт,Йогурт греческий 4%,"Молочные продукты, яйцо",Йогурты,10165.0,2.4883,"{'title_overlap': 0.25, 'vec_sim': 0.7342, 'fuzzy': 0.6111}"
Персиковый йогурт,Йогурт греческий 4%,"Молочные продукты, яйцо",Йогурты,10164.0,2.4883,"{'title_overlap': 0.25, 'vec_sim': 0.7342, 'fuzzy': 0.6111}"
Персиковый йогурт,Йогурт Teos Греческий 2%,Кисломолочные продукты,Кисломолочные продукты,10252.0,2.4772,"{'title_overlap': 0.2, 'vec_sim': 0.818, 'fuzzy': 0.5366}"
Алоэ,Конфитюр ТД Медовед из алоэ и меда,"Варенье, джемы, конфитюры","Варенье, джемы, конфитюры",3469.0,2.8695,"{'title_overlap': 0.1429, 'vec_sim': 0.6815, 'fuzzy': 1.0}"
Алоэ,Напиток-шот с алоэ и куркумой,Напитки,Смузи,5458.0,2.6726,"{'title_overlap': 0.1667, 'vec_sim': 0.5589, 'fuzzy': 1.0}"
Алоэ,Конфитюр Zuegg экстра абрикос,"Варенье, джемы, конфитюры","Варенье, джемы, конфитюры",3472.0,1.2825,"{'title_overlap': 0.0, 'vec_sim': 0.561, 'fuzzy': 0.1818}"
Спред,Ананас резаный,Сладости и десерты,Сладости до 200 ккал,24.0,0.0947,"{'fallback': True, 'mode': 'forced', 'sc_allowed': None, 'sc_any': 0.0947}"
Соус,Соус Шримайо,"Масла, соусы, специи, сахар и соль",Соусы и уксус,8445.0,3.7998,"{'title_overlap': 0.5, 'vec_sim': 0.9999, 'fuzzy': 1.0}"
Соус,"Соус ""Чипотле""","Масла, соусы, специи, сахар и соль",Соусы и уксус,8384.0,3.7998,"{'title_overlap': 0.5, 'vec_sim': 0.9999, 'fuzzy': 1.0}"
Соус,"Соус ""Устричный""","Масла, соусы, специи, сахар и соль",Соусы и уксус,8481.0,3.7998,"{'title_overlap': 0.5, 'vec_sim': 0.9999, 'fuzzy': 1.0}"
Желтки,Яйцо куриное С2,"Молочные продукты, яйцо",Яйцо,10124.0,5.1667,"{'title_overlap': 0.6667, 'vec_sim': 1.0, 'fuzzy': 1.0}"
Желтки,Яйцо куриное С0,"Молочные продукты, яйцо",Яйцо,10112.0,5.1663,"{'title_overlap': 0.6667, 'vec_sim': 0.9998, 'fuzzy': 1.0}"
Желтки,Яйцо куриное С0,"Молочные продукты, яйцо",Яйцо,10111.0,5.1663,"{'title_overlap': 0.6667, 'vec_sim': 0.9998, 'fuzzy': 1.0}"
Сунели,Пряность Волшебное Дерево Уцхо- Сунели,Специи,Специи,6908.0,3.2072,"{'title_overlap': 0.2, 'vec_sim': 0.8374, 'fuzzy': 1.0}"
Сунели,Приправа уцхо-сунели,Индилавка: вкусы мира,Пряности и специи,6833.0,2.7616,"{'title_overlap': 0.3333, 'vec_sim': 0.9644, 'fuzzy': 0.4615}"
Сунели,Приправа Хмели-Сунели,"Масла, соусы, специи, сахар и соль",Специи,6817.0,2.7303,"{'title_overlap': 0.3333, 'vec_sim': 0.9613, 'fuzzy': 0.4444}"
Мука цельнозерновая,Мука полбяная цельнозерновая,Можно при диабете,"Мука, крупы, макароны",5086.0,3.9666,"{'title_overlap': 0.6667, 'vec_sim': 1.0, 'fuzzy': 1.0}"
Мука цельнозерновая,Мука ржаная цельнозерновая,Можно при диабете,"Мука, крупы, макароны",5096.0,3.9657,"{'title_overlap': 0.6667, 'vec_sim': 0.9994, 'fuzzy': 1.0}"
Мука цельнозерновая,Мука кукурузная цельнозерновая,Бакалея без глютена,Мука,5082.0,3.9629,"{'title_overlap': 0.6667, 'vec_sim': 0.9979, 'fuzzy': 1.0}"
Мюсли,"Мюсли ""Ягодные""","Крупы, макароны, мука","Сухие завтраки, хлопья и мюсли",5154.0,3.7866,"{'title_overlap': 0.5, 'vec_sim': 0.9925, 'fuzzy': 1.0}"
Мюсли,"Мюсли хрустящие запеченные ""Ягодные""","Крупы, макароны, мука","Сухие завтраки, хлопья и мюсли",5150.0,3.4476,"{'title_overlap': 0.25, 'vec_sim': 0.9431, 'fuzzy': 1.0}"
Мюсли,"Мюсли хрустящие запеченные ""Вишневые""","Крупы, макароны, мука","Сухие завтраки, хлопья и мюсли",5149.0,3.4405,"{'title_overlap': 0.25, 'vec_sim': 0.9392, 'fuzzy': 1.0}"
Пищевая добавка,Сода пищевая,"Мука, ингредиенты для выпечки","Мука, ингредиенты для выпечки",8114.0,3.2336,"{'title_overlap': 0.3333, 'vec_sim': 0.994, 'fuzzy': 0.7407}"
Пищевая добавка,Сода пищевая,"Крупы, макароны, мука",Мука и ингредиенты для выпечки,8113.0,3.2336,"{'title_overlap': 0.3333, 'vec_sim': 0.994, 'fuzzy': 0.7407}"
